aid,cid,reply,danmu,favorite,coin,share,like,dislike,tname
245865640,273000944,1487,1778,28105,34864,5659,49516,0,演奏
849935636,462286557,14,10,58,14,5,254,0,音乐现场
26682960,45905217,1648,1206,1034,304,756,4142,0,音乐综合
26369842,45303833,1613,1702,1809,1220,154,2237,0,音乐综合
98002991,167292783,529,729,2946,2492,355,16361,0,综艺
29940600,52161483,754,2078,12714,12527,3543,13398,0,翻唱
35931000,63063279,824,2579,4136,3541,447,15992,0,搞笑
507142603,454920900,499,368,4785,2293,1300,6432,0,明星综合
98014869,167312977,125,111,199,359,21,2624,0,综艺
27680374,47776646,1328,2970,3330,2788,417,11258,0,搞笑
76674301,131148476,1695,1741,22938,24800,4580,32229,0,演奏
934431984,450358283,702,353,2175,4548,676,10317,0,翻唱
633638404,428645777,4066,6274,11501,20259,5137,15321,0,音乐现场
764720435,455442516,580,227,1309,3327,401,6271,0,翻唱
79755486,136490268,1440,4912,12931,23123,2187,29748,0,翻唱
96758090,165163399,1736,2654,7854,13607,972,30494,0,翻唱
78190919,133784989,1296,1935,18043,28660,3248,36720,0,翻唱
979324745,516551782,65,3,22,6,13,226,0,明星综合
13308361,21815354,315,1518,6927,129,695,3680,0,娱乐杂谈
76395781,130677347,2347,1372,13389,19209,2307,30771,0,翻唱
370658271,191840372,1227,1956,14521,20267,3440,27162,0,演奏
87922625,150212752,793,1423,12079,9304,3460,20439,0,演奏
937026641,543603914,87,21,36,137,11,660,0,音乐综合
79062126,135304228,1861,1230,11890,14647,1531,27396,0,翻唱
79394195,135864888,649,3191,16583,17858,757,24372,0,音乐综合
463876976,436113194,1607,2101,7746,13802,3221,10910,0,音乐现场
463547972,425044212,4048,6392,11743,20766,4435,16436,0,音乐现场
29651370,51584898,4752,26370,14641,8760,4090,10972,0,明星综合
77234824,132110236,812,1521,13687,15820,9101,17573,0,音乐综合
78563270,134420742,812,571,13215,10466,2213,23343,0,翻唱
76055686,130099044,5321,7350,15845,8014,9593,20237,0,音乐现场
209560350,453455152,689,452,1464,3790,361,7933,0,翻唱
78701346,134658980,922,707,17259,21585,3341,21799,0,演奏
80817288,138320003,423,2242,6095,3008,499,22373,0,娱乐杂谈
36113448,63396242,952,3141,8436,10594,1772,21717,0,翻唱
636419587,504591258,27,79,2405,124,4,2554,0,音乐现场
32464378,64984191,636,4353,5382,1661,780,7683,0,音乐综合
978077136,481092977,110,130,78,246,10,1264,0,音乐综合
678435833,492321488,114,67,150,8,13,5234,0,明星综合
294989395,464972910,47,14,20,6,13,256,0,音乐现场
78999548,135187612,2904,3052,76922,70041,14648,140165,0,翻唱
79982673,136883868,1850,1751,48088,50109,10891,61078,0,翻唱
25409432,43957539,1269,2120,8503,13503,2195,18731,0,翻唱
23276387,38765420,3324,4799,23632,37004,4202,24358,0,翻唱
10075104,16649608,758,2747,8454,1890,2928,8507,0,翻唱
79374660,135834485,1843,572,10383,12096,1582,24384,0,翻唱
882600092,170489431,71,63,242,448,22,2053,0,网络游戏
6036843,9798813,544,1833,1035,1367,179,1457,0,娱乐杂谈
839043798,218706809,213,3385,4,873,5,5083,0,综艺
541506893,218704665,144,4327,1,592,6,3362,0,综艺
839087093,217680172,376,9713,7,1101,4,4280,0,综艺
969120786,276975702,257,4448,3,1461,5,6802,0,综艺
329051363,306825896,511,3548,1,1232,3,8063,0,综艺
466757681,516223972,47,64,0,29,0,492,0,综艺
331608813,292916139,6019,21880,13006,17022,2625,13873,0,音乐现场
70398589,121954016,414,3987,14894,7451,1612,23793,0,明星综合
46076034,80725567,1889,4113,16373,19111,2324,19121,0,明星综合
96783424,165211535,1250,7891,1116,2916,230,8938,0,综艺
337427758,464268521,305,2794,4071,1763,190,4284,0,音乐现场
77166382,131993389,659,2528,3565,1498,921,12751,0,音乐综合
253366610,489580353,214,562,254,479,96,2136,0,翻唱
979564279,545327637,62,9,17,51,9,266,0,综艺
88291306,150826198,521,4695,17448,5823,2869,24411,0,粉丝创作
48481742,84903340,1601,4855,15325,14095,2382,17539,0,综艺
886396489,289587624,1749,2023,3223,4429,409,10410,0,综艺
97301683,166104869,960,2427,5582,3991,4609,24003,0,演奏
83012600,142010597,729,1975,19669,6783,2577,19403,0,音乐现场
99020849,169031422,3416,790,2099,6730,337,21923,0,音乐综合
540930044,200123376,1604,2364,14641,18863,2307,20621,0,明星综合
97817452,166985385,919,382,2596,2224,561,6730,0,社科·法律·心理
63850116,110853569,2081,5861,1101,152,3149,4812,0,音乐综合
41932093,73623972,354,1802,4467,1138,1410,5474,0,音乐现场
50016832,87563498,1609,669,2644,124,376,3568,0,日常
808596403,495075676,20,12,60,8,7,1428,0,综艺
91680997,156550164,389,912,4211,207,651,21052,0,粉丝创作
75593956,129310036,970,10819,17788,4530,2903,20889,0,粉丝创作
54422785,95186151,1110,909,8661,1931,1060,12819,0,粉丝创作
337005409,453038869,228,206,3983,1842,442,6384,0,粉丝创作
970224434,254624024,2305,5701,9093,13766,3125,17163,0,综艺
593025347,480677489,148,62,2435,2355,121,4925,0,粉丝创作
92983664,158742270,578,1393,14362,12500,3704,20529,0,影视剪辑
979726872,546197990,46,19,124,120,13,552,0,明星综合
55111173,96372118,1377,3563,17335,12040,2980,17479,0,粉丝创作
45729361,80317057,235,1784,2902,206,231,5443,0,综艺
637047613,545338435,124,29,1036,253,66,1255,0,明星综合
543806911,285972134,1324,1081,1228,3677,2185,21544,0,搞笑
967592551,171091977,1457,8433,7167,19567,1777,19163,0,音乐综合
886932090,303369301,4322,4645,7086,7579,1423,12423,0,综艺
636710510,513649935,156,105,189,290,27,1208,0,音乐综合
7700293,12618030,352,1353,11624,1213,2990,6646,0,明星综合
96915317,165456002,553,1299,11599,14805,1917,23069,0,影视剪辑
756317666,286126487,715,1142,1881,67,792,3823,0,综艺
380861716,486967889,105,83,2613,903,204,5210,0,音乐现场
91976132,157044206,663,6238,1030,3705,215,8769,0,综艺
76398224,130841789,504,989,11876,12699,6775,15157,0,影视剪辑
81538475,139527689,1498,1638,6161,2518,1958,15044,0,音乐现场
851603291,511100298,234,30,855,826,75,1774,0,演奏
894544078,541778197,51,61,208,57,60,654,0,综艺
47010475,82338462,3923,3916,4089,12926,1775,15268,0,音乐综合
32392898,56669949,629,3351,9976,2100,1057,6609,0,音乐现场
509428604,540218249,30,2,361,24,13,1416,0,明星综合
254139165,512290753,50,41,1084,51,37,2487,0,明星综合
668032867,187850098,1208,1274,9581,10976,1773,18374,0,影视剪辑
336884082,449598992,801,631,3395,1733,1588,5378,0,音乐现场
69864806,121061612,706,623,15272,4777,1237,13728,0,粉丝创作
20345600,33243055,1156,1602,1748,481,248,3136,0,娱乐杂谈
808252018,489539142,403,776,1913,675,179,3944,0,明星综合
25265950,42865696,167,176,1251,111,97,2823,0,明星综合
4349087,7038678,675,2938,7515,1006,1478,891,0,娱乐杂谈
87427793,149811256,1386,13376,12378,15618,2081,17314,0,明星综合
837606517,173918441,1527,4156,8611,7188,4018,20821,0,粉丝创作
466022143,495788346,300,319,541,836,164,2930,0,翻唱
40598373,71301782,237,445,2640,64,338,3002,0,娱乐杂谈
98390417,167960807,626,2059,13941,8102,1865,21995,0,粉丝创作
34483840,60409128,170,91,3171,210,180,5104,0,明星综合
89399337,152697261,552,1962,6129,3653,5160,15922,0,音乐综合
667910607,184536043,1235,939,12767,11997,2496,17914,0,演奏
77155167,131969592,130,781,826,90,86,3416,0,音乐综合
40546600,71213010,246,232,2064,94,215,2895,0,娱乐杂谈
96189730,164199803,537,1199,13205,7398,988,23019,0,影视剪辑
56817990,99245882,525,804,11086,13499,1496,16147,0,音乐综合
327869919,180807700,466,6589,4764,643,1177,29890,0,明星综合
424374976,515739594,15,6,6,0,5,81,0,明星综合
83836505,143429942,1818,7232,10438,8834,1566,18128,0,音乐现场
625019596,171873358,923,2292,4992,10157,700,18863,0,演奏
24034784,40245840,602,22540,17097,5248,1196,8408,0,综艺
48574242,85044852,657,14783,21140,8358,1766,13534,0,粉丝创作
47354106,82931969,1024,3536,2577,1424,314,6077,0,音乐综合
757971250,333471362,1514,15391,9755,11959,1752,10753,0,音乐现场
540647017,190931872,386,1885,7443,7830,901,24603,0,明星综合
93755838,160072786,571,1680,11610,7044,2081,24419,0,明星综合
17616330,28756772,799,1858,3244,1277,966,3627,0,娱乐杂谈
19185495,31290295,276,287,1694,210,523,1530,0,明星综合
372011743,232966676,773,1370,12263,9150,1264,17676,0,粉丝创作
93781174,161964872,1442,1681,16847,10626,5336,16524,0,音乐综合
935969723,493844067,215,330,906,1171,80,1654,0,音乐综合
87398244,149333648,2729,5455,7976,13912,1177,17653,0,综艺
724373988,516691824,81,145,288,33,17,1075,0,明星综合
545441839,333784016,1155,3116,8802,4216,1323,12485,0,音乐现场
335103076,394068274,920,829,5820,7225,1372,10726,0,影视剪辑
31476172,55023192,744,3001,11536,5640,4223,13151,0,音乐现场
54193518,94800518,441,1796,6968,1100,834,12218,0,音乐现场
838011354,187982413,1017,2906,8428,11657,2710,20968,0,影视剪辑
30541934,53305218,183,73,4168,264,409,4900,0,粉丝创作
24827122,41847954,2739,262,442,57,83,1123,0,明星综合
61555885,107058887,448,1668,5962,922,484,9624,0,综艺
57255417,99974568,401,878,5378,817,2154,7980,0,综艺
327761343,178691599,1521,2092,767,1689,409,11265,0,翻唱
926291304,212222155,5628,20965,6627,6450,1000,7832,0,粉丝创作
550045894,466113849,70,17,48,0,16,423,0,娱乐杂谈
48823944,85498139,329,3164,4957,1003,426,7217,0,影视剪辑
30687332,53565228,713,1568,10362,3661,2856,8425,0,MV
76263521,130450941,381,803,9946,4982,2020,11309,0,粉丝创作
26736420,46005874,63,1107,1480,203,242,2533,0,综艺
759441666,377829205,1446,936,4621,8253,1234,11479,0,翻唱
501482338,290854535,1956,1492,1780,6344,362,22301,0,明星综合
244033966,219329304,1859,4525,12450,13559,2112,15273,0,粉丝创作
16895117,27601353,1008,1985,14381,5725,2702,13680,0,音乐现场
722073801,457132416,200,1678,6548,1839,361,4652,0,音乐现场
65714304,114000694,768,1976,11398,8172,873,18135,0,粉丝创作
795644584,192237078,1030,2385,13785,12421,2334,16882,0,粉丝创作
935745290,485617393,164,64,731,876,281,4312,0,翻唱
48517021,84967185,549,789,12844,10210,1228,16530,0,影视剪辑
724147997,511812348,84,14,118,39,10,1666,0,娱乐杂谈
32357373,56617150,410,1458,1098,622,41,3158,0,日常
464540460,451387388,362,438,3778,2214,642,5519,0,粉丝创作
84863963,145124087,1193,6341,3804,9688,1644,13033,0,娱乐杂谈
722495760,463619993,224,95,4609,940,302,5382,0,音乐现场
635393673,477364087,104,51,1648,553,178,6455,0,综合
422070012,451289646,609,911,3431,2069,948,6246,0,音乐现场
24403462,40966043,1378,1458,4704,1733,518,3582,0,MV
68256505,118306031,369,2774,11877,2373,678,12145,0,明星综合
20700460,33882999,2828,4251,8900,9421,2493,12135,0,娱乐杂谈
756568171,293385606,4861,4352,7516,10679,1385,13139,0,综艺
979469420,541533363,71,63,123,6,2,178,0,音乐现场
39252076,68981819,130,98,1990,86,260,2843,0,音乐综合
891926763,450549996,522,1371,5426,1681,403,4641,0,音乐现场
46349675,102228558,1331,7185,2841,3824,451,13543,0,娱乐杂谈
22582300,37454161,658,2885,3393,2109,821,4927,0,娱乐杂谈
76491151,131718320,948,1627,10452,11911,4147,15937,0,MAD·AMV
634526949,454463768,422,528,1383,3613,187,4781,0,音乐综合
47448659,84464294,1612,2779,11407,8186,1153,13695,0,音乐综合
543807372,286117284,1716,1903,1503,5976,1561,22605,0,日常
88618974,151381383,1522,7321,920,4633,196,7736,0,综艺
203868646,287022641,986,787,528,30,800,2944,0,娱乐杂谈
28714286,49737468,899,11661,15590,8932,1891,11579,0,粉丝创作
40430457,71008383,1064,1827,8577,14240,2293,15529,0,绘画
809528481,544777214,14,1,80,22,7,275,0,明星综合
679323320,517365271,74,101,444,474,61,943,0,影视剪辑
766337547,502678237,146,146,1187,1240,156,1682,0,明星综合
499887516,244670657,4837,25373,3982,4582,606,5159,0,粉丝创作
94426164,161200071,4005,2939,2051,3655,9146,7464,0,电子竞技
17332017,28317009,1288,2359,9617,2404,6002,4651,0,音乐综合
758659,1107456,648,3841,5934,823,1279,7699,0,音乐综合
295487279,479089446,13,3,179,17,0,215,0,音乐综合
82464005,141093029,827,3430,3849,9511,1905,12874,0,娱乐杂谈
338310833,486904093,93,70,1804,187,175,5394,0,粉丝创作
211926075,540019799,81,157,206,189,23,920,0,明星综合
16668016,27182463,742,1983,6831,1127,2826,8051,0,音乐现场
545220300,328571432,3237,1644,1160,475,699,9544,0,音乐综合
61055004,106226155,267,283,3908,203,207,6901,0,明星综合
2695454,4209875,228,669,7393,1322,1340,5908,0,MV
86376177,147628801,460,1327,8036,10553,1660,20150,0,音乐综合
78375468,134102223,1933,14083,13159,10593,3105,14280,0,粉丝创作
42510942,74592010,811,5914,9509,4671,1008,10399,0,粉丝创作
883074135,192986128,439,5587,14414,3133,833,10841,0,明星综合
682013816,542360278,64,27,78,168,13,630,0,音乐现场
587981898,333612854,1665,2940,1461,747,3517,5735,0,网络游戏
458141944,269214940,449,524,8778,7355,4640,14560,0,舞蹈综合
714685607,312525093,761,913,6543,2800,540,17303,0,综艺
594611536,544260093,22,0,70,12,7,394,0,综艺
209669590,458319163,119,202,3542,2098,416,3359,0,音乐现场
23807467,39804918,472,1674,1361,351,175,3449,0,翻唱
375323347,328921149,2323,2182,5403,8116,1325,11560,0,手机游戏
337164280,455776661,1005,1275,1201,855,632,5936,0,翻唱
327791995,179967198,898,13585,5970,12283,1364,16198,0,音乐综合
253461750,491625555,135,70,1846,404,101,4067,0,音乐现场
28016622,48404909,303,496,832,52,93,2211,0,明星综合
543828660,286466644,3225,2369,2932,3434,3687,11071,0,财经商业
18043105,29458381,592,7393,19349,5275,2143,7574,0,音乐综合
9512299,15724956,141,527,1969,356,702,2075,0,音乐现场
89707240,153218046,785,3287,6805,6212,720,16627,0,粉丝创作
47042221,82392780,1006,946,4197,5452,1176,9788,0,翻唱
936698592,514458081,113,134,85,5,7,907,0,综艺
20891952,34234070,540,2268,9628,3218,1075,6931,0,明星综合
549618246,452057020,520,1136,3975,2366,931,4795,0,音乐现场
81121549,138834039,429,450,6428,5693,707,12593,0,翻唱
416269124,285044070,895,788,10976,11942,1413,14537,0,粉丝创作
33697417,58987362,488,2231,14955,4097,1649,14071,0,粉丝创作
766841690,518056596,263,30,252,65,30,1477,0,明星综合
464498852,450370871,238,1907,5310,1334,419,3848,0,音乐现场
75988707,129986617,791,2910,6727,1480,6386,8986,0,明星综合
90759075,154988686,1294,4247,3520,10188,1366,16315,0,音乐综合
60209091,104835811,842,2559,7235,4810,1776,16696,0,日常
504475782,380365504,1187,1625,6188,8891,1090,8653,0,粉丝创作
76741493,131257375,758,2285,12823,4638,3440,17687,0,粉丝创作
594460783,541300891,92,10,76,7,10,827,0,粉丝创作
543866125,286027280,244,58,103,18,11,1918,0,明星综合
680231323,470653667,154,55,1546,116,149,6040,0,明星综合
31478375,55026841,1268,4037,10432,5760,3582,8211,0,音乐现场
92521189,158143076,375,4103,2189,119,247,5432,0,综艺
548178452,412600129,776,573,4680,6140,734,7130,0,明星综合
90393025,154373604,891,5679,5429,12710,904,17452,0,娱乐杂谈
806983021,449751958,273,421,3915,1397,719,5431,0,音乐现场
54916307,96041595,396,883,1549,550,138,4591,0,音乐综合
76734172,131249825,378,819,14920,2607,1869,17693,0,音乐现场
15232251,24792951,215,302,3835,170,260,4863,0,明星综合
551454580,505275323,29,22,41,8,2,164,0,明星综合
91502296,156246208,1903,7618,4529,10107,1775,16231,0,音乐综合
764718349,457246656,560,194,747,2057,148,4313,0,翻唱
98064947,167395274,1515,2474,12105,2126,2345,20425,0,日常
47039282,82388134,2905,4823,2092,297,8056,4568,0,音乐现场
7322001,11968868,1899,3015,2225,1369,489,1287,0,明星综合
722010021,454617400,1989,72,2532,2778,204,3503,0,演奏
592051152,453621447,227,130,2019,2609,556,4917,0,MV
41014580,72045352,681,387,1243,70,724,3292,0,明星综合
587539804,321992113,1390,1685,4693,4112,545,9820,0,综艺
670918118,275489797,1212,3123,12849,5397,2156,14938,0,音乐综合
61355680,106730426,1243,5480,4711,282,1864,5849,0,综艺
31864181,55728339,295,764,1689,696,159,3117,0,音乐综合
19778777,32250553,631,3862,15333,6133,2355,8129,0,明星综合
6054124,9827465,1552,5641,15789,5321,3719,11141,0,音乐现场
971690100,296899019,380,175,2534,329,82,9216,0,综艺
636470402,507215656,129,82,215,387,65,1899,0,翻唱
337384647,463895113,188,118,2360,2431,163,4343,0,粉丝创作
17633435,32156103,3766,4232,12470,7582,2188,6958,0,粉丝创作
64267048,113132842,463,2775,8191,2208,841,12047,0,粉丝创作
47014507,82344135,2302,3103,1038,408,362,3166,0,音乐综合
852089789,543009608,167,6,15,18,33,89,0,原创音乐
18956308,30917926,459,1835,1796,1756,159,3223,0,音乐综合
419110198,368726867,1070,678,5799,8169,1281,8139,0,粉丝创作
57388203,100194091,265,500,3159,181,169,5103,0,综艺
41528740,72930399,253,960,563,452,34,3607,0,娱乐杂谈
851808446,515822910,13,0,12,6,1,69,0,明星综合
25215089,42752145,256,1477,9133,4669,2639,8756,0,明星综合
23873163,39931856,589,1487,9334,7193,3248,13796,0,音乐现场
254075065,507798428,51,7,480,45,18,2453,0,音乐现场
4627866,7507690,53,295,1387,37,59,1001,0,综艺
85153185,145551914,750,609,5994,12947,1289,15190,0,翻唱
838906356,216909531,622,330,5303,795,383,15615,0,音乐现场
975737332,412415035,942,1303,2439,3447,455,6613,0,音乐现场
85097788,145499496,700,2704,15073,6664,2498,16921,0,明星综合
55288189,97241309,1248,3565,8857,10798,1933,14117,0,搞笑
540149712,176606306,287,226,381,143,153,2441,0,社科·法律·心理
464649364,457734261,277,358,3480,867,357,4755,0,音乐现场
336925496,449818319,211,298,2555,637,496,3699,0,音乐现场
11054599,18313194,711,26816,10713,1418,1117,2712,0,明星综合
70283049,121757209,660,5994,15078,7572,1325,14194,0,音乐综合
33159336,68626236,174,1172,1573,420,156,3349,0,音乐综合
767009877,542609667,77,25,99,60,20,571,0,明星综合
47094777,82481747,10800,3863,1431,3705,1040,7571,0,音乐综合
424584275,544074723,22,2,34,1,7,323,0,明星综合
296183690,500360823,242,209,670,162,376,2675,0,演奏
677104912,454715659,309,463,3237,485,284,5594,0,音乐现场
87445887,164980653,844,3300,12182,8323,1377,16471,0,粉丝创作
968011289,185784738,363,630,1366,480,190,7225,0,综艺
51305537,89810646,313,1329,9225,1313,1490,10845,0,粉丝创作
23084816,63087201,509,7588,16084,3549,1039,9307,0,音乐综合
753262982,193962759,549,3575,10954,8968,1432,17284,0,粉丝创作
19735802,32180275,706,490,827,126,139,1210,0,娱乐杂谈
976914356,450142593,245,268,3362,724,469,4827,0,音乐现场
7422181,12135504,244,146,1204,32,62,1065,0,明星综合
550969420,493074341,294,96,444,555,73,1992,0,综艺
44698355,78252218,657,1288,1118,208,446,1978,0,明星综合
16621201,27109448,590,1674,12111,4887,4567,10955,0,音乐现场
467160298,545660790,7,0,41,6,2,242,0,明星综合
374003313,293055317,52,47,882,107,25,2852,0,明星综合
336948783,450083075,122,131,2126,401,457,4429,0,明星综合
883548658,204854786,3243,3130,6832,4853,1198,15737,0,音乐现场
81082829,138768522,500,742,2376,1315,337,7842,0,翻唱
297129240,546130799,19,21,4,0,0,41,0,综艺
382118856,542001990,61,10,9,0,5,72,0,明星综合
462225050,386410640,1279,323,4769,4937,589,8295,0,演奏
92550546,158019776,241,57,1248,50,97,5840,0,明星综合
78031501,133503670,544,880,3268,702,3427,5727,0,音乐现场
20298318,33158052,2235,1164,2434,881,1723,9806,0,粉丝创作
464757921,460212730,199,127,3255,412,393,6395,0,音乐现场
77770032,133045945,919,7968,10970,4259,1458,16228,0,音乐现场
37088618,65168926,395,1278,10001,4201,2369,10866,0,音乐综合
211812356,515718892,40,6,724,78,31,1946,0,粉丝创作
58339911,101770397,493,2691,8074,874,677,9272,0,明星综合
625398488,183179170,405,1278,6696,1311,405,18544,0,综艺
66421727,115198005,304,2553,8273,693,768,11726,0,粉丝创作
77446078,164512518,365,437,11248,9482,3256,14018,0,粉丝创作
967841689,179734852,82,41,137,106,16,1404,0,社科·法律·心理
85409033,145996249,714,2691,13206,5941,2352,16879,0,粉丝创作
28123963,48602921,583,1214,215,63,37,608,0,音乐综合
36050299,63288249,104,289,1663,70,122,1923,0,综艺
586287593,286509263,597,144,1023,1048,3399,11106,0,搞笑
21962164,36279722,355,1775,11306,2633,1193,7615,0,明星综合
242970410,185049235,853,1276,5550,8371,1263,10341,0,音乐综合
467098378,542105081,54,12,15,86,1,284,0,娱乐杂谈
883831681,211110350,184,756,1338,578,95,9067,0,音乐综合
591930284,451010841,122,523,2102,555,187,3176,0,明星综合
33429536,58519628,152,457,627,412,37,2631,0,综艺
55147982,96433264,1323,895,426,283,52,2638,0,音乐综合
88337419,150905281,1772,22340,7563,3866,1041,6799,0,粉丝创作
797513961,249738359,1642,2198,9777,2431,3064,9699,0,音乐现场
507804474,473611369,141,84,2083,1761,217,4020,0,粉丝创作
45340875,79387715,259,492,2639,425,460,2824,0,综艺
976512553,438825452,514,293,2326,2268,291,5895,0,明星综合
883047071,189349559,208,221,291,26,73,2701,0,搞笑
719994904,462247709,1482,52,2024,2248,248,2711,0,演奏
210998726,494149136,98,29,1721,270,97,3474,0,粉丝创作
714420789,305576614,1853,2284,5021,9989,934,10562,0,美妆护肤
422190092,457985719,748,727,382,1015,83,3310,0,音乐综合
35467697,62175895,475,6167,8553,2091,540,6108,0,明星综合
7308711,11947370,605,2176,8066,6281,1597,2056,0,MAD·AMV
31753633,55531218,455,1290,12676,2267,1272,9487,0,明星综合
373803213,287320882,1670,2377,7873,12593,1648,11443,0,原创音乐
423373716,488130747,115,66,1466,299,59,3254,0,音乐现场
843821812,285970178,2486,893,667,905,648,19325,0,娱乐杂谈
549516076,455150790,423,200,2145,722,628,3674,0,音乐现场
45551149,79757332,2667,2005,7596,8047,2173,11062,0,音乐现场
719855134,458506742,142,47,1916,237,135,6052,0,粉丝创作
464860633,459208776,228,127,3765,675,278,5661,0,粉丝创作
61672754,107258734,967,16080,9555,4689,1488,7618,0,明星综合
26980033,46467578,531,633,12716,4867,1808,9465,0,粉丝创作
44814595,78454929,247,707,1230,437,86,3141,0,音乐综合
294640610,457769514,155,93,2978,534,343,4908,0,音乐现场
807473765,463865141,430,406,1268,1340,171,3923,0,粉丝创作
723300908,488465608,415,221,876,641,249,2542,0,粉丝创作
673076881,336930810,1849,1783,6180,7424,1800,9589,0,电子竞技
90829580,155108313,1209,3028,8637,9002,2433,17019,0,翻唱
202111422,234221689,200,418,2,163,2,2053,0,综艺
937084798,541905906,9,3,3,0,2,41,0,明星综合
49401966,86511611,189,437,3797,488,156,5586,0,粉丝创作
200483444,182816688,3459,2944,3726,3962,742,12136,0,综艺
33476066,58597418,503,1661,6702,2357,1348,6292,0,音乐现场
20383515,33312102,225,324,3086,593,404,2615,0,明星综合
756303078,285975491,778,92,265,11,35,7036,0,明星综合
67076957,116306312,1056,8380,13998,5849,1722,13109,0,音乐现场
90168288,156298653,697,1602,911,4094,304,7184,0,综艺
753993020,216229207,431,1306,5711,1101,463,15664,0,娱乐杂谈
415046201,248910673,528,645,8834,2070,1405,9330,0,音乐现场
796459980,218374916,145,6177,0,566,3,2643,0,综艺
85218607,145677524,536,10283,11152,6230,977,14280,0,粉丝创作
508207220,485669263,8,5,213,12,0,225,0,音乐综合
893048306,480403434,205,153,761,1217,123,3319,0,音乐现场
883340244,196685916,127,51,2294,73,103,5755,0,明星综合
48555816,85020062,503,2807,7635,3647,591,8708,0,娱乐杂谈
976932086,448328959,128,25,1049,204,126,6927,0,明星综合
466763547,517142462,49,11,399,32,33,1121,0,音乐综合
285397831,183076527,649,2319,10518,7540,1025,17966,0,明星综合
253312777,486870436,28,30,24,3,3,250,0,娱乐杂谈
722351677,461119080,118,63,2493,288,176,5648,0,音乐现场
421822127,444721175,336,120,1957,2130,455,4859,0,演奏
83332622,142561491,924,1369,2829,4566,564,18535,0,翻唱
48499798,84939033,277,214,906,155,185,1620,0,明星综合
754060923,219609105,361,366,5484,2483,488,9447,0,粉丝创作
87387021,149313568,289,746,8414,5607,1635,10975,0,演奏
457187406,239007859,270,266,7261,5914,1013,12742,0,演奏
80021361,136947324,499,3292,12357,6216,912,15667,0,粉丝创作
636815300,514884708,112,47,210,71,38,1127,0,美妆护肤
667668648,176722424,1490,1329,4306,7040,906,13177,0,综艺
243626359,207898106,536,1485,9238,4491,918,14781,0,粉丝创作
968457034,201267880,613,822,11157,6553,1187,14524,0,粉丝创作
508089450,479907222,18,8,72,0,1,4282,0,粉丝创作
82991828,141843294,1571,2188,3743,628,1738,7683,0,粉丝创作
2220044,3450233,2310,4476,6419,771,5306,3415,0,音乐综合
753116831,189415292,631,859,8369,1523,1122,13290,0,明星综合
719730511,457893967,167,243,2185,693,501,1884,0,音乐综合
670347476,255609361,773,1241,9618,11918,1566,12466,0,短片·手书·配音
61068646,106247860,218,2420,7808,470,405,7458,0,综艺
78900441,135010515,489,809,12650,3184,1792,15508,0,音乐现场
16567073,27022206,1137,6770,8846,1313,1184,3913,0,明星综合
61087264,106282642,488,1847,6291,968,494,11697,0,综艺
2960697,4636008,991,27952,15635,2459,826,4649,0,明星综合
83059391,142090438,383,2784,6463,2555,677,13850,0,粉丝创作
508874472,503241877,59,50,536,135,51,2308,0,明星综合
594375890,540493030,4,3,7,0,1,30,0,明星综合
89081824,152157281,1064,2394,2987,7241,1446,12655,0,音乐综合
31362483,54800497,650,9781,10749,5035,1765,5929,0,音乐现场
978829670,500960339,140,351,64,346,13,968,0,音乐综合
422152953,456155672,249,506,3194,741,567,3508,0,音乐现场
28588704,49494287,1881,346,870,124,107,2110,0,娱乐杂谈
28120670,48594760,2012,2881,8504,5257,3080,8088,0,明星综合
15541396,25290861,423,12452,14035,5424,1136,6755,0,粉丝创作
200330290,180784432,577,591,4017,107,683,11448,0,明星综合
77537701,132665258,551,2925,3334,1324,1772,9060,0,娱乐杂谈
22102962,36539488,227,1301,1687,175,146,1379,0,音乐综合
13972863,22823447,583,1858,8542,724,2005,4310,0,综艺
724042114,509930893,230,53,249,107,57,1200,0,娱乐杂谈
379793074,459788685,1419,109,1909,2245,136,2513,0,演奏
22525406,37344976,246,185,4695,422,249,4327,0,粉丝创作
724717277,546305042,21,15,3,2,0,51,0,明星综合
594530873,542780192,31,6,91,14,8,697,0,粉丝创作
796395628,328459254,276,1631,0,308,2,1954,0,综艺
467207923,546203405,4,5,5,2,4,61,0,娱乐杂谈
44851338,78539308,1316,2162,4516,10927,1674,12700,0,翻唱
373832221,286102305,819,2677,1925,1205,3403,6430,0,搞笑
48061132,84191815,419,956,5435,1399,475,9021,0,音乐现场
36764165,64557269,268,367,2501,187,261,3634,0,粉丝创作
93034784,159595632,490,1235,6576,5952,863,14684,0,演奏
296796237,514837497,60,4,130,8,36,628,0,粉丝创作
48600950,85108467,375,1495,13616,2807,833,11494,0,粉丝创作
370240671,174529739,443,906,10891,2491,927,16386,0,粉丝创作
66456840,210612163,2042,12703,7608,3527,893,6039,0,明星综合
10123022,16727540,877,8146,15149,6867,2018,8400,0,音乐现场
32153830,56250798,711,1288,16959,3688,1907,5212,0,野生技能协会
247070272,310058134,284,31,92,15,7,1127,0,明星综合
200396519,183097095,4403,4510,1831,5738,285,13359,0,音乐综合
714906464,318498022,2212,286,206,41,226,3577,0,明星综合
82066417,140422653,757,1529,6496,11174,1758,11572,0,演奏
41577380,73014378,108,281,653,342,26,2106,0,日常
24604048,41357174,357,983,1386,247,199,2030,0,音乐综合
934507330,454668596,1045,414,1800,548,836,2835,0,音乐现场
